company_name,fund_name,initial_date,m_strategy,pbs,setting,total_net_profit,modified_base,june_perf,week_perf,pday_perf,perf_2019,year_conv_perf,cum_perf
아이온,아이온 필리아 전문투자형 사모투자신탁 제2호(종류A),2019-05-15,Equity Hedge,한투증권,46,47,"1,009.47",1.16,0.03,-0.04,0.95,9.34,0.95
아이온,아이온 필리아 전문투자형 사모투자신탁 제3호(종류A),2019-05-22,Equity Hedge,한투증권,30,30,"1,002.66",0.48,0.01,-0.03,0.27,3.24,0.27
아크임팩트,아크 새한 오퍼튜니티 전문투자형 사모투자신탁,2019-03-28,Equity Hedge,KB증권,251,274,"1,093.60",7.14,6.64,0.00,9.36,40.19,9.36
아크임팩트,아크임팩트 공모주 전문투자형사모투자신탁 제1호,2018-10-29,Equity Hedge,KB증권,16,17,"1,069.28",2.27,0.12,-0.05,6.27,10.76,6.93
아크임팩트,아크임팩트 목표전환 전문투자형 사모투자신탁 제1호,2017-11-07,Equity Hedge,KB증권,53,52,992.42,5.75,1.90,0.05,19.88,-0.47,-0.76
아크임팩트,아크임팩트 코넥스 하이일드 전문투자형사모투자신탁 제1호,2018-10-29,Equity Hedge,KB증권,9,10,"1,139.91",4.54,-0.03,0.05,14.67,21.73,13.99
아크임팩트,아크임팩트 하이일드 전문투자형사모투자신탁 제1호,2018-10-15,Equity Hedge,KB증권,5,5,"1,100.01",2.44,-0.01,-0.10,8.36,14.66,10.00
아트만,아트만고위험고수익전문투자형사모투자신탁 제1호,2019-02-11,Equity Hedge,미래에셋대우,10,11,"1,076.79",2.68,-0.09,-0.12,7.68,21.56,7.68
아트만,아트만슈퍼스타전문투자형사모투자신탁 제1호,2018-12-21,Equity Hedge,미래에셋대우,50,56,"1,118.55",5.10,2.57,0.92,10.41,23.78,11.86
아트만,아트만코넥스고위험고수익전문투자형사모투자신탁 제1호,2019-02-11,Equity Hedge,미래에셋대우,20,21,"1,048.01",1.40,-0.09,-0.26,4.80,13.48,4.80
아트만,아트만코스닥벤처전문투자형사모투자신탁제1호 종류C-I,2019-04-04,Equity Hedge,한투증권,51,51,998.67,-0.19,-0.02,0.39,-0.13,-0.62,-0.13
아트만,아트만크레딧전문투자형사모투자신탁제5호,2019-04-18,Equity Hedge,미래에셋대우,69,70,"1,015.80",0.50,0.17,0.07,1.58,9.01,1.58
아트만,아트만크레딧전문투자형사모투자신탁제5호,2019-04-19,Equity Hedge,미래에셋대우,69,70,"1,015.80",0.50,0.17,0.07,1.58,9.15,1.58
아트만,아트만크레딧전문투자형사모투자신탁제6호,2019-05-10,Equity Hedge,미래에셋대우,43,43,"1,010.89",0.51,0.17,0.07,1.09,9.46,1.09
아트만,아트만티케-오비트전문투자형사모투자신탁 제1호,2019-01-18,Equity Hedge,미래에셋대우,43,43,"1,002.12",0.03,0.01,0.00,0.21,0.50,0.21
안다자산,안다 마일스톤전문투자형사모투자신탁제1호 A클래스,2018-08-23,Equity Hedge,NH투자,84,93,"1,123.86",1.13,0.04,0.03,10.43,14.97,12.39
안다자산,안다굿모닝전문투자형사모투자신탁제1호 C클래스,2019-06-10,Equity Hedge,KB증권,49,49,"1,002.90",0.29,0.02,-0.03,0.29,9.62,0.29
안다자산,안다메자닌알파전문투자형사모투자신탁제1호 C클래스,2019-04-25,Equity Hedge,삼성증권,69,69,"1,002.42",0.27,1.08,0.30,0.24,1.55,0.24
안다자산,안다메자닌전문투자형사모투자신탁제6호 C클래스,2018-10-02,Equity Hedge,삼성증권,214,221,"1,030.50",6.38,2.14,1.67,6.48,4.25,3.05
안다자산,안다메자닌전문투자형사모투자신탁제7호 C-S클래스,2019-03-26,Equity Hedge,삼성증권,523,506,969.62,0.24,0.69,0.21,-3.04,-12.75,-3.04
안다자산,안다컷팅엣지전문투자형사모투자신탁제1호 A클래스,2018-10-31,Equity Hedge,한투증권,99,110,"1,103.41",1.16,0.06,0.08,10.33,16.20,10.34
안다자산,안다페이턴트전문투자형사모투자신탁제1호 C-S클래스,2019-05-02,Equity Hedge,삼성증권,51,53,"1,031.69",1.46,0.17,0.01,3.17,23.13,3.17
알펜루트,알펜루트 Fleet 8-1 전문투자형 사모투자신탁 제1호,2018-03-07,Equity Hedge,한투증권,6,7,"1,126.46",3.68,1.09,-0.73,8.80,9.80,12.65
알펜루트,알펜루트 Horizon Ⅰ 전문투자형 사모투자신탁 제1호 종류 C-S,2018-02-26,Equity Hedge,한투증권,12,7,655.49,15.13,6.60,-1.69,-25.61,-26.20,-34.45
에셋원,에셋원 공모주 코넥스 하이일드 전문투자형 사모 증권 투자신탁 제3호[채권혼합] F,2019-02-12,Equity Hedge,미래에셋대우,41,42,"1,050.04",0.33,-0.62,-0.11,5.00,14.16,5.00
에셋원,에셋원 공모주 코넥스 하이일드 전문투자형 사모 증권 투자신탁 제4호[채권혼합],2019-05-20,Equity Hedge,미래에셋대우,5,5,"1,001.87",0.15,0.00,-0.05,0.19,2.13,0.19
에셋원,에셋원 하이일드 전문투자형 사모 증권 투자신탁 제2호[채권혼합],2019-01-18,Equity Hedge,NH투자,32,34,"1,063.89",1.60,-0.18,-0.05,6.39,15.14,6.39
에이아이 파트너스,에이아이파트너스 Multi-Strategy 전문투자형사모투자신탁 제1호(종류C-A),2018-06-14,Equity Hedge,미래에셋대우,25,24,957.04,0.66,-0.12,0.43,0.56,-4.22,-4.30
에이아이 파트너스,에이아이파트너스 공모주전문투자형사모투자신탁1호(일반공모주),2018-04-25,Equity Hedge,미래에셋대우,10,10,"1,102.11",0.43,0.55,-0.34,13.98,8.83,10.21
에이아이 파트너스,에이아이파트너스 공모주전문투자형사모투자신탁2호(코넥스하이일드),2018-05-08,Equity Hedge,미래에셋대우,10,10.4,"1,276.67",-1.38,-0.49,-0.32,23.97,24.69,27.67
AIP,에이아이피Growth전문투자형사모투자신탁3호,2018-08-10,Equity Hedge,NH투자,14,18,"1,366.55",-2.58,1.25,0.84,37.67,42.47,36.66
AIP,에이아이피Growth전문투자형사모투자신탁4-1호,2018-11-29,Equity Hedge,NH투자,10,11,"1,039.80",9.11,1.67,3.95,7.12,7.12,3.98
AIP,에이아이피Growth전문투자형사모투자신탁4호,2018-11-29,Equity Hedge,NH투자,93,97,"1,039.99",9.17,1.68,3.97,7.16,7.16,4.00
에이원,에이원 B형노블전문투자형사모투자신탁 A,2018-11-14,Equity Hedge,NH투자,8,9,"1,070.88",0.05,-0.28,-0.06,6.33,11.81,7.09
에이원,에이원 B형밸류업전문투자형사모투자신탁 A,2018-10-22,Equity Hedge,NH투자,29,31,"1,091.74",0.52,-0.11,-0.31,8.59,13.84,9.17
에이원,에이원 세컨더리 메자닌 전문투자형사모투자신탁,2019-01-18,Equity Hedge,NH투자,11,12,"1,099.16",6.35,-1.77,-0.64,9.92,23.50,9.92
에이원,에이원 채권플러스 세컨더리 메자닌전문투자형사모투자신탁 A,2019-02-22,Equity Hedge,NH투자,14,15,"1,056.91",3.84,-0.82,-0.35,5.69,17.46,5.69
에이원,에이원 프리미엄전문투자형사모투자신탁 A,2018-10-22,Equity Hedge,NH투자,17,19,"1,090.22",1.08,0.20,0.06,8.43,13.61,9.02
에이원,에이원세컨더리알파메자닌전문투자형사모투자신탁,2019-04-09,Equity Hedge,NH투자,21,23,"1,077.79",5.19,-0.93,-0.24,7.78,38.90,7.78
에이원,에이원플러스메자닌전문투자형사모투자신탁 A,2019-04-29,Equity Hedge,NH투자,31,31,999.98,0.17,0.01,-0.05,0.00,-0.01,0.00
엑스포넨셜,엑스포넨셜 SQUARE 전문투자형 사모투자신탁 제1호 종류  C-S,2018-08-06,Equity Hedge,신한금융투자,78,85,"1,087.53",0.54,-0.52,0.01,14.85,10.02,8.75
엑스포넨셜,엑스포넨셜 알파 전문투자형 사모투자신탁제1호종류 C-S,2018-07-16,Equity Hedge,KB증권,41,46,"1,123.76",0.99,-0.57,-0.03,17.90,13.29,12.38
엑스포넨셜,엑스포넨셜 우선주 인컴  전문투자형 사모투자신탁 제1호 종류  C-S,2019-05-30,Equity Hedge,신한금융투자,109,109,"1,000.28",0.03,0.09,0.20,0.03,0.46,0.03
엑스포넨셜,엑스포넨셜 우선주 프리미엄  전문투자형 사모투자신탁 제1호 종류  C-S,2019-04-22,Equity Hedge,NH투자,52,52,999.94,-0.10,-0.06,0.21,-0.01,-0.04,-0.01
엑스포넨셜,엑스포넨셜 코넥스 하이일드 전문투자형사모투자신탁 1호,2019-03-05,Equity Hedge,KB증권,20,20,"1,006.55",0.55,-0.37,-0.12,0.65,2.21,0.65
엑스포넨셜,엑스포넨셜 하이일드 전문투자형사모투자신탁 1호  C,2019-02-21,Equity Hedge,KB증권,52,53,"1,012.89",0.22,-0.07,-0.04,1.29,3.92,1.29
엑스포넨셜,엑스포넨셜A.I. PLUS 전문투자형 사모투자신탁제1호 종류 C-S,2018-01-15,Equity Hedge,KB증권,43,43,997.68,2.84,0.66,-0.15,18.88,-0.16,-0.23
오라이언,오라이언 Auto 메자닌 전문투자형 사모투자신탁 제33호,2019-02-28,Equity Hedge,KB증권,11,10,905.41,-0.75,0.21,0.06,-9.46,-30.55,-9.46
오라이언,오라이언 Bio Pre-IPO 전문투자형 사모투자신탁 제30호,2019-02-11,Equity Hedge,KB증권,27,27,997.01,-0.04,-0.01,-0.01,-0.30,-0.84,-0.30
오라이언,오라이언 Pre-IPO 스팩 전문투자형 사모투자신탁 제37호,2019-05-29,Equity Hedge,KB증권,10,10,"1,000.77",0.07,0.04,0.00,0.08,1.22,0.08
오라이언,오라이언 Pre-IPO 전문투자형 사모투자신탁 제18호,2018-08-28,Equity Hedge,KB증권,81,80,991.66,-0.04,-0.01,-0.01,-0.36,-1.02,-0.83
오라이언,오라이언 Pre-IPO 전문투자형 사모투자신탁 제20호,2018-10-17,Equity Hedge,NH투자,21,22,"1,023.90",0.20,0.07,0.03,1.71,3.53,2.39
오라이언,오라이언 메자닌 멀티스트래티지 전문투자형 사모투자신탁 제32호,2019-04-11,Equity Hedge,미래에셋대우,131,132,"1,005.29",0.24,0.05,0.01,0.53,2.72,0.53
오라이언,오라이언 메자닌 코스닥벤처 전문투자형 사모투자신탁 제36호(Class C-I),2019-05-17,Equity Hedge,NH투자,81,81,995.15,-0.49,-0.22,0.01,-0.49,-5.06,-0.49
오라이언,오라이언 메자닌 코스닥벤처 전문투자형 사모투자신탁 제39호(Class A),2019-05-10,Equity Hedge,NH투자,24,24,"1,022.58",1.25,0.16,0.03,2.26,19.62,2.26
오라이언,오라이언 코넥스하이일드 전문투자형 사모투자신탁 제29호,2019-01-30,Equity Hedge,NH투자,20,20,"1,024.17",0.87,-0.02,-0.03,2.42,6.21,2.42
오라이언,오라이언 코스닥벤처 전문투자형 사모투자신탁 제23호,2018-11-28,Equity Hedge,NH투자,17,18,"1,052.89",1.82,-0.03,0.46,4.67,9.42,5.29
온,온 4차 산업혁명 선도주 모아 담은 멀티전략 전문투자형 사모투자신탁 제1호 A,2019-04-11,Equity Hedge,한투증권,34,33,988.21,-1.11,-0.97,0.09,-1.18,-6.06,-1.18
온,온 4차 산업혁명 유망주만 골라 담은 멀티전략 전문투자형 사모투자신탁 제1호 A,2019-03-19,Equity Hedge,한투증권,41,41,991.90,-0.76,-0.65,0.06,-0.81,-3.15,-0.81
온,온 4차산업 핵심주 멀티전략 전문투자형 사모투자신탁 제1호 A,2019-05-29,Equity Hedge,NH투자,37,36,981.71,-1.82,-1.46,0.12,-1.83,-29.03,-1.83
온,온 Global Decacorn 전문투자형 사모투자신탁 제1호 A,2019-04-30,Equity Hedge,NH투자,107,104,973.23,-2.29,-1.78,0.14,-2.68,-977.10,-2.68
온,온 Global Mobility Platform 전문투자형 사모투자신탁 제1호 A,2019-05-08,Equity Hedge,NH투자,59,58,973.90,-2.25,-1.74,0.14,-2.61,-952.65,-2.61
온,온 고위험 고수익 전문투자형 사모투자신탁 제1호 종류 C-1,2018-10-29,Equity Hedge,NH투자,5,6,"1,201.97",2.47,0.03,-0.14,10.15,31.37,20.20
온,온 보헤미안 랩소디 전문투자형 사모투자신탁 제1호 C-S,2019-01-25,Equity Hedge,KB증권,4,4,"1,030.58",0.48,0.16,0.07,3.06,7.59,3.06
온,온 알짜배기 모아담는 전문투자형 사모투자신탁 제1호 A,2019-03-05,Equity Hedge,한투증권,59,58,994.21,-0.66,-0.61,0.06,-0.58,-1.96,-0.58
온,온 알짜배기 플러스 멀티전략 전문투자형 사모투자신탁 제1호 A,2019-03-12,Equity Hedge,한투증권,47,47,991.39,-0.80,-0.69,0.06,-0.86,-3.11,-0.86
온,온 플러스 코스닥벤처 전문투자형 사모투자신탁 제1호,2019-03-08,Equity Hedge,NH투자,5,5,"1,080.83",7.20,4.03,-0.50,8.08,28.10,8.08
위너스,위너스 IPO 전문투자형 사모증권투자신탁 제2호,2019-06-21,Equity Hedge,미래에셋대우,20,20,999.55,-0.05,-0.05,-0.05,-0.05,-16.43,-0.05
위너스,위너스 글로벌메자닌 전문투자형 사모투자신탁 제1호,2019-01-10,Equity Hedge,미래에셋대우,120,126,"1,050.38",-2.09,-1.72,0.18,5.04,11.35,5.04
위너스,위너스 니케이알파 전문투자형 사모투자신탁 제2호(파생),2019-03-26,Equity Hedge,미래에셋대우,18,18,"1,016.33",0.30,-0.01,0.11,1.63,6.85,1.63
위너스,위너스 메자닌 전문투자형 사모투자신탁 제2호,2018-12-17,Equity Hedge,미래에셋대우,200,200,"1,001.96",-2.60,-2.09,0.15,0.07,0.38,0.20
위너스,위너스 메자닌 전문투자형 사모투자신탁 제3호,2019-01-31,Equity Hedge,미래에셋대우,592,553,933.93,-1.95,-1.62,0.17,-6.61,-17.10,-6.61
위너스,위너스 사모사채 전문투자형 사모증권투자신탁 제1호,2018-12-19,Equity Hedge,미래에셋대우,35,35,"1,036.45",0.40,0.13,0.06,3.38,7.23,3.64
위너스,위너스 사모사채 전문투자형 사모증권투자신탁 제3호,2019-03-19,Equity Hedge,미래에셋대우,120,121,"1,016.59",0.36,0.12,0.05,1.66,6.44,1.66
위너스,위너스 사모사채 전문투자형 사모증권투자신탁 제5호,2019-05-17,Equity Hedge,미래에셋대우,35,35,"1,006.62",0.39,0.13,0.06,0.66,6.90,0.66
위너스,위너스 사모사채 전문투자형 사모증권투자신탁 제6호,2019-05-15,Equity Hedge,미래에셋대우,33,33,"1,007.31",0.40,0.13,0.06,0.73,7.21,0.73
위너스,위너스 채권알파 전문투자형 사모증권투자신탁 제3호(혼합채권파생형),2018-10-24,Equity Hedge,미래에셋대우,33,33,"1,033.79",0.46,0.24,0.04,2.57,5.14,3.38
위너스,위너스 크루즈 전문투자형 사모투자신탁 제1호(파생),2019-05-28,Equity Hedge,미래에셋대우,18,18,"1,000.88",-0.07,-0.35,0.12,0.09,1.34,0.09
위플러스,위플러스코넥스하이일드전문투자형사모투자신탁1호,2018-11-02,Equity Hedge,한투증권,10,10,"1,161.87",3.87,-1.50,-0.16,17.27,25.58,16.19
유경PSG,유경 Strong Ventures O2O II전문투자형 사모투자신탁,2019-06-07,Equity Hedge,신한금융투자,14,14,999.98,0.00,-0.01,0.00,0.00,-0.05,0.00
유경PSG,유경 디스커버리 전문투자형 사모투자신탁 제2호 Class A,2019-04-09,Equity Hedge,한투증권,38,38,"1,000.09",-0.98,-0.07,-0.04,0.01,0.05,0.01
유경PSG,유경 좋은생각 VIM 전문투자형사모투자신탁 제1호 Class C-S,2018-04-13,Equity Hedge,신한금융투자,4,10,"2,731.23",0.27,-11.30,-0.11,89.49,145.60,173.12
유경PSG,유경 좋은생각바이오밸류 전문투자형 사모투자신탁 제7호 Class A,2019-03-26,Equity Hedge,신한금융투자,82,82,996.78,-0.09,-0.03,-0.01,-0.32,-1.35,-0.32
,유경 챔피언 셀렉션 전문투자형 사모투자신탁 2호,2019-06-12,Equity Hedge,미래에셋대우,16,16,999.94,-0.01,-0.01,0.00,-0.01,-0.24,-0.01
유경PSG,유경 코스닥벤처 플러스 전문투자형 사모투자신탁 Class C-I,2018-04-16,Equity Hedge,NH투자,181,170,"1,374.77",0.56,-3.65,0.53,27.95,31.74,37.48
유경PSG,유경 큐레이터벤처스 전문투자형사모투자신탁 제1호,2019-05-23,Equity Hedge,신한금융투자,15,15,"1,000.08",-0.01,0.00,0.00,0.01,0.10,0.01
유경PSG,유경PSG 좋은생각Pre-IPO플러스 전문투자형 사모투자신탁 제1호 Class A,2019-04-17,Equity Hedge,한투증권,32,32,"1,000.56",-0.67,-0.05,-0.02,0.06,0.31,0.06
유경PSG,유경PSG공모주전문투자형사모투자신탁 제1호,2019-05-22,Equity Hedge,NH투자,36,36,"1,010.68",1.05,0.13,0.00,1.07,12.99,1.07
유경PSG,유경PSG공모주코넥스하이일드전문투자형사모투자신탁 제1호,2019-05-21,Equity Hedge,NH투자,42,42,"1,014.37",1.42,0.14,0.00,1.44,16.92,1.44
유경PSG,유경PSG공모주플러스전문투자형사모투자신탁 제1호,2019-05-21,Equity Hedge,NH투자,58,59,"1,021.88",2.19,0.31,0.02,2.19,25.76,2.19
유경PSG,유경컨시어지 전문투자형사모투자신탁 제4호 ClassC-F,2018-07-11,Equity Hedge,KB증권,25,25,"1,013.96",-0.03,-0.01,-0.01,1.54,1.48,1.40
유나이티드 파트너스,유나이티드파트너스코넥스하이일드전문투자형사모투자신탁제1호_종류C,2018-07-06,Equity Hedge,한투증권,11,12,"1,262.48",-9.82,-3.13,-0.96,11.25,27.37,26.25
유레카,유레카코넥스하이일드전문투자형사모투자신탁제2호,2019-04-09,Equity Hedge,한투증권,14,14,"1,008.28",0.98,-0.31,-0.11,0.83,4.14,0.83
유레카,유레카하이일드전문투자형사모투자신탁제2호,2019-04-09,Equity Hedge,한투증권,5,5,"1,025.13",2.22,-0.20,-0.07,2.51,12.57,2.51
유레카,유레카헬스케어전문투자형사모투자신탁제1호(C-S),2019-06-14,Equity Hedge,NH투자,13,12,999.95,0.00,-0.01,0.00,0.00,-0.26,0.00
유리치,유리치 스노볼 배당주 전문투자형사모투자신탁 제1호 종류A,2017-07-27,Equity Hedge,한투증권,7,5,655.01,-0.08,-1.98,-0.66,-9.73,-18.14,-34.50
유리치,유리치고위험고수익전문투자형사모투자신탁제1호,2019-03-06,Equity Hedge,KB증권,10,10,"1,012.19",1.46,0.09,-0.14,1.22,4.16,1.22
유리치,유리치스노볼순수주식목표전환전문투자형사모투자신탁제1호 종류A,2018-03-16,Equity Hedge,미래에셋대우,23,14,626.32,0.25,-1.32,-0.57,-10.10,-29.52,-37.37
유리치,유리치스마트공모주전문투자형사모투자신탁제2호,2019-05-31,Equity Hedge,KB증권,101,101,"1,000.40",0.04,0.01,0.00,0.04,0.70,0.04
유리치,유리치코넥스공모주고위험고수익전문투자형사모투자신탁제1호,2018-05-29,Equity Hedge,KB증권,19,20,"1,307.69",2.95,-0.87,-0.02,14.20,28.95,30.77
이든,이든IPO전문투자형사모투자신탁제1호,2019-04-30,Equity Hedge,삼성증권,15,15,"1,026.09",1.27,-0.43,-0.13,2.61,18.31,2.61
이든,이든코넥스하이일드전문투자형사모투자신탁제1호,2019-04-30,Equity Hedge,삼성증권,10,10,"1,037.04",2.11,-0.11,-0.07,3.70,26.00,3.70
이든,이든하이일드전문투자형사모투자신탁제1호,2019-04-30,Equity Hedge,삼성증권,10,10,"1,023.16",1.21,-0.03,-0.06,2.32,16.26,2.32
인벡스,인벡스 공모주티어원 전문투자형 사모투자신탁 2호(채권혼합형),2019-02-28,Equity Hedge,미래에셋대우,60,60,"1,005.97",0.54,0.11,-0.04,0.60,1.93,0.60
인벡스,인벡스 공모주티어원 전문투자형 사모투자신탁(종류 C-s),2019-02-11,Equity Hedge,미래에셋대우,130,131,"1,006.98",-0.86,-0.71,0.55,0.70,1.96,0.70
인벡스,인벡스 브라이트 멀티전략 전문투자형 사모투자신탁 제1호(종류 A),2019-04-05,Equity Hedge,미래에셋대우,26,26,"1,001.74",0.04,0.01,0.01,0.17,0.82,0.17
인벡스,인벡스 센텀 전문투자형 사모투자신탁(종류 A),2018-02-28,Equity Hedge,한투증권,32,33,"1,158.46",-2.99,-1.47,0.98,6.47,12.10,15.85
인벡스,인벡스 지킴과 키움 전문투자형 사모투자신탁 제1호(종류 C-f),2018-04-18,Equity Hedge,한투증권,7,6,875.08,4.13,1.08,0.07,0.70,-10.63,-12.49
인벡스,인벡스 하이일드 플러스 전문투자형 사모투자신탁(종류 C),2019-02-13,Equity Hedge,미래에셋대우,264,270,"1,021.86",0.31,-0.07,-0.04,2.19,6.23,2.19
자비스,자비스IPO전문투자형사모증권투자신탁제1호,2018-06-20,Equity Hedge,미래에셋대우,23,23,"1,223.52",-11.54,-13.05,-0.05,6.63,22.29,22.35
자비스,자비스코넥스하이일드전문투자형사모증권투자신탁제2호,2018-06-27,Equity Hedge,미래에셋대우,18,19,"1,204.16",1.65,-0.32,-0.07,7.24,20.76,20.42
자비스,자비스팝펀딩홈쇼핑벤더전문투자형사모투자신탁제1호,2019-02-26,Equity Hedge,NH투자,60,62,"1,030.70",0.48,0.19,0.08,3.07,9.74,3.07
자비스,자비스팝펀딩홈쇼핑벤더전문투자형사모투자신탁제2호,2019-03-27,IPO,NH투자,80,82,"1,023.96",0.51,0.20,0.08,2.40,10.17,2.40
자비스,자비스팝펀딩홈쇼핑벤더전문투자형사모투자신탁제3호,2019-04-26,IPO,NH투자,80,81,"1,014.25",0.51,0.20,0.08,1.43,9.29,1.43
자비스,자비스팝펀딩홈쇼핑벤더전문투자형사모투자신탁제4호,2019-05-23,IPO,NH투자,80,81,"1,007.14",0.51,0.20,0.09,0.71,8.99,0.71
자비스,자비스팝펀딩홈쇼핑벤더전문투자형사모투자신탁제5호,2019-06-20,IPO,NH투자,39,39,999.99,0.00,0.00,0.00,0.00,-0.36,0.00
자비스,자비스하이일드전문투자형사모증권투자신탁제4호(C),2019-05-20,IPO,미래에셋대우,31,31,"1,001.06",0.29,0.04,-0.02,0.11,1.21,0.11
제이앤제이,제이앤제이IPO전문투자형사모투자신탁제1호A,2019-02-27,IPO,미래에셋대우,68,69,"1,018.75",1.55,0.02,0.01,1.88,6.00,1.88
제이앤제이,제이앤제이IPO플러스전문투자형사모투자신탁제1호A,2019-02-27,Equity Hedge,미래에셋대우,68,70,"1,019.58",1.58,0.02,0.00,1.96,6.27,1.96
제이앤제이,제이앤제이공모주하이일드플러스전문투자형사모투자신탁제1호A,2019-03-18,Equity Hedge,신한금융투자,54,55,"1,015.09",1.09,0.03,0.04,1.51,5.80,1.51
제이앤제이,제이앤제이포커스시장중립전문투자형사모투자신탁제1호S,2019-05-23,Equity Hedge,한투증권,14,14,"1,000.11",-0.89,-1.04,-0.31,0.01,0.14,0.01
제이앤제이,제이앤제이하이일드전문투자형사모투자신탁A,2019-03-11,Equity Hedge,한투증권,59,60,"1,012.09",0.99,0.01,0.00,1.21,4.33,1.21
지브이에이,지브이에이 Pure Mezz 전문투자형사모투자신탁 Class A,2019-02-18,Equity Hedge,미래에셋대우,304,301,989.92,0.92,0.46,0.02,-1.01,-2.99,-1.01
지안,지안 Multi-Asset 전문투자형 사모투자신탁 제1호 F,2019-05-20,Equity Hedge,한투증권,46,47,"1,017.35",2.10,0.08,-0.13,1.74,19.79,1.74
지안,지안 Sequence 전문투자형 사모투자신탁 제1호 F,2019-05-27,Equity Hedge,한투증권,13,13,"1,031.87",2.96,-0.17,-0.37,3.19,46.53,3.19
지지,지지전문투자형사모벤처기업투자신탁제1호,2018-04-16,Equity Hedge,신한금융투자,160,164,"1,026.42",0.55,-0.59,-0.01,15.95,2.24,2.64
지지,지지전문투자형사모코넥스하이일드투자신탁제1호,2019-03-08,Equity Hedge,신한금융투자,20,21,"1,054.47",2.02,-0.39,-0.10,5.45,19,5.45
지지,지지전문투자형사모하이일드투자신탁제1호,2019-03-08,Equity Hedge,신한금융투자,10,10,"1,043.47",3.22,0.08,-0.06,4.35,15.11,4.35
지큐,지큐 Ace Plus 전문투자형 사모투자신탁 제1호,2019-05-24,Equity Hedge,한투증권,27,27,"1,000.97",0.09,0.04,0.01,0.10,1.26,0.10
지큐,지큐 ELS복제 실적배당 전문투자형 사모투자신탁 제HM-2호 종류A,2019-06-21,Equity Hedge,미래에셋대우,13,13,"1,000.05",0.00,0.00,0.00,0.00,1.82,0.00
지큐,지큐 Quant Ace 전문투자형 사모투자신탁 제1호 종류 C-s,2018-01-29,Equity Hedge,한투증권,20,21,"1,023.51",0.45,0.12,-0.03,0.34,1.69,2.35
지큐,지큐 그린 전문투자형 사모투자신탁 제1호 제2종,2019-04-03,Equity Hedge,한투증권,2,2,"1,005.55",0.40,0.13,0.06,0.55,2.56,0.55
지큐,지큐 뉴라이즈 전문투자형 사모투자신탁 제1호 종류 C-s,2019-02-12,Equity Hedge,한투증권,50,45,975.43,-4.16,-1.96,-0.48,-2.46,-6.95,-2.46
지큐,지큐 시그니처 전문투자형 사모투자신탁 제1호 종류C-s,2019-04-02,Equity Hedge,한투증권,10,10,998.42,0.25,0.07,0.16,-0.16,-0.72,-0.16
지큐,지큐 코넥스 하이일드 전문투자형 사모투자신탁 제1호 종류C-f,2019-03-11,Equity Hedge,미래에셋대우,15,15,"1,003.79",0.08,-0.26,-0.10,0.38,1.35,0.38
칸서스,칸서스 인테그랄 전문투자형 사모 투자신탁1호 Class C,2019-04-17,Equity Hedge,NH투자,2,3,"1,080.73",18.19,2.74,-1.76,8.07,45.33,8.07
칸서스,칸서스 쿼드러플알파 전문투자형 사모 투자신탁1호 Class C,2019-04-17,Equity Hedge,NH투자,6,6,994.68,9.17,-7.50,-4.94,-0.53,-2.99,-0.53
케이클라비스,케이클라비스P-1메자닌전문투자형사모투자신탁제1호,2019-04-23,Equity Hedge,삼성증권,26,26,998.55,-0.05,-0.02,-0.01,-0.15,-0.90,-0.15
케이클라비스,케이클라비스인모스트US컨슈머리스전문투자형사모투자신탁제2호,2019-05-31,Equity Hedge,삼성증권,24,23,982.45,-2.75,-2.61,0.23,-1.76,-30.50,-1.76
케이클라비스,케이클라비스청출어람메자닌전문투자형사모투자신탁제1호A,2019-03-18,Equity Hedge,삼성증권,35,34,969.63,0.55,0.09,0.09,-3.04,-11.67,-3.04
케이클라비스,케이클라비스트라이튼전문투자형사모투자신탁 제2호,2019-06-18,Equity Hedge,삼성증권,114,114,"1,001.00",0.10,0.10,0.05,0.10,12.17,0.10
케이클라비스,케이클라비스트라이튼전문투자형사모투자신탁제1호,2019-05-09,Equity Hedge,삼성증권,117,119,"1,009.93",0.55,0.00,0.00,0.99,8.43,0.99
케이클라비스,케이클라비스프라임전문투자형사모투자신탁제11호,2019-05-27,Equity Hedge,삼성증권,310,311,"1,003.70",0.28,0.09,0.04,0.37,5.40,0.37
코너스톤,코너스톤전문투자형사모메자닌투자신탁 제1호,2018-09-17,Equity Hedge,미래에셋대우,201,200,995.97,-0.03,-0.01,0.00,-0.25,-0.53,-0.40
코너스톤,코너스톤전문투자형사모코넥스하이일드투자신탁제1호,2018-05-08,Equity Hedge,미래에셋대우,10,10,"1,128.50",-0.27,-0.55,-0.47,11.53,11.47,12.85
코람코,코람코다움사모사채전문투자형사모투자신탁제2호,2019-05-28,Equity Hedge,미래에셋대우,150,151,"1,003.21",0.26,0.09,0.04,0.32,4.88,0.32
코람코,코람코다움전문투자형공모주사모투자신탁제4호(A),2019-06-12,Equity Hedge,미래에셋대우,14,14,999.80,-0.02,-0.01,-0.01,-0.02,-0.81,-0.02
코람코,코람코다움전문투자형부동산사모투자신탁제5호(A),2019-05-24,Equity Hedge,KB증권,166,167,"1,005.38",0.44,0.15,0.06,0.54,7.01,0.54
코람코,코람코다움전문투자형사모투자신탁제1호,2019-03-08,Equity Hedge,NH투자,30,31,"1,031.88",0.68,0.23,0.10,3.19,11.08,3.19
